timestamp,event_type,position_id,event_name,strike,side,order_type,tokens,entry_price,exit_price,invested_usd,realized_pnl_usd,roi_pct,entry_edge_pct,entry_reason,close_reason,runtime_min
2026-03-05T06:00:20.161784+00:00,CLOSE,0278c4c0,Bitcoin above ___ on March 5?,72000,YES,MAKER_POST_ONLY,8.80,0.6020,0.6030,5.30,0.0088,0.17,3.05,edge=3.0% kelly=0.035→0.005 iv=52.9% T=0.5d deribit=5MAR26 tier=3.0%,TP:tp_hit_liquid,12.5
2026-03-05T08:00:07.006596+00:00,OPEN,77543185,Bitcoin above ___ on March 5?,68000,YES,TAKER_FAK,50.79,0.9670,,49.12,,,2.21,edge=2.2% kelly=0.327→0.049 iv=78.5% T=0.4d deribit=6MAR26 tier=5.0%,,
2026-03-05T08:00:37.638757+00:00,OPEN,8d404420,Bitcoin above ___ on March 5?,70000,YES,TAKER_FAK,11.42,0.8800,,10.05,,,3.26,edge=3.3% kelly=0.067→0.010 iv=67.2% T=0.4d deribit=6MAR26 tier=5.0%,,
2026-03-05T10:28:12.939170+00:00,CLOSE,77543185,Bitcoin above ___ on March 5?,68000,YES,TAKER_FAK,50.79,0.9670,0.9900,49.12,1.1682,2.38,2.21,edge=2.2% kelly=0.327→0.049 iv=78.5% T=0.4d deribit=6MAR26 tier=5.0%,TP:CAPITAL_RECYCLING,148.1
2026-03-05T16:34:45.297151+00:00,CLOSE,8d404420,Bitcoin above ___ on March 5?,70000,YES,TAKER_FAK,11.42,0.8800,0.9930,10.05,1.2910,12.84,3.26,edge=3.3% kelly=0.067→0.010 iv=67.2% T=0.4d deribit=6MAR26 tier=5.0%,TP:CAPITAL_RECYCLING,514.1
2026-03-05T18:11:34.869440+00:00,OPEN,ca23d2ce,Bitcoin above ___ on March 12?,62000,YES,MAKER_POST_ONLY,40.77,0.8010,,32.66,,,6.97,edge=7.0% kelly=0.218→0.033 iv=70.8% T=6.9d deribit=13MAR26 tier=5.0%,,
2026-03-05T18:19:55.211161+00:00,OPEN,b923398b,Bitcoin above ___ on March 12?,64000,YES,MAKER_POST_ONLY,32.12,0.7010,,22.51,,,6.00,edge=6.0% kelly=0.150→0.023 iv=66.3% T=6.9d deribit=13MAR26 tier=5.0%,,
2026-03-05T20:15:36.910737+00:00,OPEN,88caff74,Bitcoin above ___ on March 6?,70000,YES,MAKER_POST_ONLY,7.91,0.6810,,5.39,,,2.69,edge=2.7% kelly=0.036→0.005 iv=52.9% T=0.9d deribit=6MAR26 tier=3.0%,,
2026-03-05T21:31:24.276253+00:00,OPEN,0ce5d4ca,Bitcoin above ___ on March 12?,66000,YES,MAKER_POST_ONLY,7.46,0.6810,,5.08,,,1.75,edge=1.7% kelly=0.034→0.005 iv=62.5% T=6.8d deribit=13MAR26 tier=5.0%,,
2026-03-06T00:57:40.186410+00:00,CLOSE,b923398b,Bitcoin above ___ on March 12?,64000,YES,MAKER_POST_ONLY,32.12,0.7010,0.8700,22.51,5.4278,24.11,6.00,edge=6.0% kelly=0.150→0.023 iv=66.3% T=6.9d deribit=13MAR26 tier=5.0%,TP:tp_hit_liquid,397.7
2026-03-06T00:57:40.187678+00:00,CLOSE,0ce5d4ca,Bitcoin above ___ on March 12?,66000,YES,MAKER_POST_ONLY,7.46,0.6810,0.7800,5.08,0.7390,14.54,1.75,edge=1.7% kelly=0.034→0.005 iv=62.5% T=6.8d deribit=13MAR26 tier=5.0%,TP:tp_hit_liquid,206.3
2026-03-06T00:58:41.881571+00:00,CLOSE,ca23d2ce,Bitcoin above ___ on March 12?,62000,YES,MAKER_POST_ONLY,40.77,0.8010,0.9230,32.66,4.9745,15.23,6.97,edge=7.0% kelly=0.218→0.033 iv=70.8% T=6.9d deribit=13MAR26 tier=5.0%,TP:tp_hit_liquid,407.1
2026-03-06T06:47:30.895280+00:00,CLOSE,88caff74,Bitcoin above ___ on March 6?,70000,YES,MAKER_POST_ONLY,7.91,0.6810,0.6900,5.39,0.0712,1.32,2.69,edge=2.7% kelly=0.036→0.005 iv=52.9% T=0.9d deribit=6MAR26 tier=3.0%,TP:tp_hit_liquid,631.9
2026-03-06T08:01:24.508554+00:00,OPEN,21c4e617,Bitcoin above ___ on March 6?,68000,YES,MAKER_POST_ONLY,39.67,0.9630,,38.21,,,1.71,edge=1.7% kelly=0.252→0.038 iv=63.7% T=0.4d deribit=7MAR26 tier=5.0%,,
2026-03-06T12:49:37.342106+00:00,OPEN,7cc8a8b3,Bitcoin above ___ on March 6?,68000,YES,TAKER_FAK,36.78,0.9090,,33.43,,,4.06,edge=4.1% kelly=0.223→0.033 iv=70.0% T=0.2d deribit=7MAR26 tier=5.0%,,
